tweet,category
"WANTED ROBBERY: On 4/14/22 @ 7:30 PM, inside 12 Dongan Pl the victim was delivering food &amp; was approached by unknown individuals who displayed a firearm assaulted &amp; removed property from the victim Call us at 800-577-TIPS or post a tip on our website https://t.co/TRPPY5zHV2 https://t.co/QlipC9OMNX",Robbery
https://t.co/O9bHre64n5,normal
WANTED ROBBERY/SEX ASSAULT: On 3/27/22 @ 6:10 AM Clarkson St &amp; West St the victim was jogging when approached by the unk individual who sexually assaulted &amp; removed property from the victim @NYPD6PCT Any info call us at 800-577-TIPS or post on our website https://t.co/TRPPY5zHV2 https://t.co/57N1vulwB8,Assault
"WANTED SEX ABUSE: On 4/21/22 @ 7:00 AM, @ the Cortlandt St subway station a 22-year-old victim was approached by the unknown individual who rubbed her thigh and exposed himself @NYPD1PCT Any info call us at 800-577-TIPS or post a tip on our website https://t.co/TRPPY5zHV2 https://t.co/BCfWkaZvvU",Abuse
"WANTED CRIMINAL MISCHIEF: On 4/18/22 @ 12:20 AM, outside St. Andrew’s Episcopal Church the individual caused damage to property at the location @NYPD121PCT Any info call us at 800-577-TIPS or anonymously post a tip on our website https://t.co/TRPPY5zHV2 Reward up to $3,500. https://t.co/WQpG1UxvVQ",normal
"WANTED BURGLARY: On 4/17/22 @ 2:05 AM, vicinity of 37 Ave &amp; 73 St the individual forcibly entered a multi-unit residential building &amp; removed packages @NYPD115PCT Any info call us at 800-577-TIPS or anonymously post a tip on our website https://t.co/TRPPY5i6ws Reward up to $3,500 https://t.co/HbDg9WcAnk",Burglary
"WANTED FORCIBLE TOUCHING: On 4/21/22 @ 11:47 AM, inside New Utrecht Ave subway station the individual approached a 17 year-old victim touching the victims thigh @NYPD62PCT Any info call us at 800-577-TIPS or post a tip on our website https://t.co/TRPPY5zHV2 Reward up to $3,500. https://t.co/Pef7B3je04",normal
"WANTED for RECKLESS ENDANGERMENT: On 3/31/22 @ 6:37 PM, vicinity of Fulton St &amp; Warwick St the individual discharged a firearm causing risk to individuals @NYPD75PCT Any info call us at 800-577-TIPS or post a tip on our website https://t.co/TRPPY5zHV2 Reward up to $3,500. https://t.co/S9cO5xFpl8",normal
"Just posted a photo @ Manhattan, New York https://t.co/3Mvm5TT3nA",normal
"🚨WANTED for RECKLESS ENDANGERMENT: On 4/17/22, front of 411 Beach 54 St @NYPD101PCT Queens. One of the suspects fired a gun at a group of individuals then passed the gun to the other suspect.  Any info call us at 800-577-TIPS or go to https://t.co/TRPPY5zHV2  Reward up to $3,500 https://t.co/lK7G8WbIDf",normal
***ADDITIONAL IMAGES*** https://t.co/pLuWqkImz6,normal
"🚨WANTED Att. ASSAULT PATTERN: 4/14 &amp; 4/19/22, vicinity of 54-22 Beach Channel Dr. &amp; 310 Beach 54 St @NYPD101PCT Queens.  The suspects shoot into crowds with no reported injuries.  Any info call us at 800-577-TIPS or use our website https://t.co/TRPPY5zHV2    Reward up to $3,500 https://t.co/amxui5uSkd",Assault
***ADDITIONAL IMAGE*** https://t.co/1uVg0vN4Kq,normal
"🚨WANTED-HOMICIDE: 4/16/22 at approx. 9:53 PM, front of 117-09 Guy r Brewer Blvd @NYPD113PCT Queens.  Two suspects shot into a group of males striking a 48 year-old male victim in the head.  Any info, call us at 800-577-TIPS or go to  https://t.co/TRPPY5zHV2  Reward up to $3,500 https://t.co/W2HXdQageL",Shooting
"🚨Isaiah Metz 22 years of age was arrested for Assaulting a Police Officer that occurred On Tuesday April 19, 2022 at Approx. 4:15 A.M, inside of a shelter located at 257 West 30 St.  #yourcityyourcall https://t.co/2MHePOHkza",normal
"Just posted a photo @ Brooklyn, New York https://t.co/f7tU4dD3DP",normal
🚨WANTED🚨for an Assault in the vicinity of E183 St &amp; Crotona Ave #thebronx @NYPD48Pct on 4/19/22@ 11:24A.M individuals inside of a stolen Honda Accord with NY plate KSE-3564 shot the victim in the leg.💰Reward up to $3500 Know them?☎️Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/BGrhZERNII,Assault
🚨WANTED🚨for Public Lewdness ‘6’🚆traveling from the Parkchester Ave station #thebronx @NYPD45Pct on 4/12/22@ 1:15A.M the individual exposed his penis and began to masturbate in front of the victim.💰Reward up to $3500 Know who he is?☎️Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/vOhLDSYlsv,normal
🚨WANTED🚨for an Assault in the vicinity of Beverley Rd and E16th St #Brooklyn @NYPD70Pct on 4/19/22@ 6:05A.M The individual pushed the victim &amp; slashed him in the face multiple times with a knife.💰Reward up to $3500 Know who he is?☎️Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/JQuhLD8Q2N,Assault
🚨WANTED🚨for an Assault in front of 194-05 Linden Blvd #Queens @NYPD113Pct on 4/19/22@ 12:30P.M two unidentified males with handguns exchanged gunfire💰Reward up to $3500 Know who they are?☎️Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/tbl2TW8BHD,Assault
🚨WANTED🚨for a Robbery inside of 176 Albany Ave #Brooklyn @NYPD77Pct on 4/7/22@ 1:40A.M The individual att. to leave the store with beer without paying slashing the store clerk in the face &amp; fled.💰Reward up to $3500 Know who he is?☎️Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/zv2IYmiwIB,Robbery
"🚨WANTED-ASSAULT On 4/10/22 at approx. 8:15 PM, front of 79 Market St @NYPD5PCT Manhattan.  The suspect pushed a 68 year-old male victim from behind causing him to fall, &amp; sustain an injury. Any info call us at 800-577-TIPS or go to  https://t.co/TRPPY5zHV2    Reward up to $3,500 https://t.co/b6W62RI2tq",Assault
"🚨WANTED🚨for a Burglary @ 222 Hoyt St #Brooklyn @NYPD76pct on 4/2/22@ 4:46A.M The individual entered Brooklyn Taste &amp; Deli, by throwing a rock through the glass &amp; taking tobacco products.💰Reward up to $3500 Know who he is?☎️Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/2F51SFBdqc",Burglary
"🚨WANTED-BURGLARY: 4/17/22 at approx. 11:30 PM, vicinity of Fresh Pond Rd &amp; 71 St @NYPD104PCT Queens.  The suspect unlawfully opened mailboxes &amp; took its contents from a residential bldg.  Any info call us at 800-577-TIPS or go to  https://t.co/TRPPY5zHV2    Reward up to $3,500 https://t.co/8ndRofweCu",Burglary
"🚨WANTED for GRAND LARCENY: On 3/19/22 at approx. 3AM, @NYPD13PCT Manhattan.  The suspect snatched a 38 year-old male victim's phone &amp; chain.  Any info call us at 800-577-TIPS or anonymously post a tip on our website https://t.co/TRPPY5zHV2    Reward up to $3,500 https://t.co/Vaoalo9ZsE",normal
***ADDITIONAL IMAGE*** https://t.co/fNtFZ9XC0J,normal
"🚨WANTED for BURGLARY: On 3/14/22 at approx. 6:10 PM, inside 610 Exterior St  @NYPD44PCT Bronx.  The suspects unlawfully entered a commercial parking garage &amp; stole a red 2021 Honda CRV.  Any info call us at 800-577-TIPS or go to https://t.co/TRPPY5zHV2    Reward up to $3,500 https://t.co/1Ml26ge4NS",Burglary
"🚨WANTED-ROBBERY: 3/22/22, approx. 11:45 PM, at 5100 Avenue U @NYPD63PCT Brooklyn. The suspect displayed a gun handle to the clerk at the Gateway Newsstand &amp; removed cash from the register. Any info call us at 800-577-TIPS or go to  https://t.co/TRPPY5zHV2  Reward up to $3,500 https://t.co/hJDs04BmVS",Robbery
"***ADDITIONAL IMAGE***                                               
 Any info call us at 800-577-TIPS or anonymously post a tip on our website https://t.co/TRPPY5zHV2    Reward up to $3,500 https://t.co/jfm80CXxok",normal
"🚨WANTED for ROBBERY: On 4/18/22 at approx. 6PM, inside W 34 St Herald Sq Station @NYPDMTS Manhattan.  The suspect knocked a phone out of a 33 year-old female victim's hand, &amp; then stabbed a good Samaritan in the leg.  Any info call us at 800-577-TIPS   Reward up to $3,500 https://t.co/cHI4DAG9iR",Robbery
🚨WANTED🚨for Public Lewdness while onboard a southbound 7 train traveling toward the 74th &amp; Broadway subway station #jacksonheights #queens On 03/26/22 @ 12:10 PM Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #yourcityyourcall https://t.co/6Abosgq0Kt,normal
🚨WANTED🚨for an Attempted Criminal Sex Act in the vicinity of Grand Army Plaza #brooklyn On 04/17/22 @ 12:15 PM Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #yourcityyourcall https://t.co/uirqX3dL6d,normal
🚨WANTED🚨for a Burglary inside 87 Rivington Street via an adjacent residential space #lowereastside #manhattan On 03/20/22 @ 2:53 PM Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #yourcityyourcall https://t.co/yujLZ8DFGh,Burglary
￼WANTED￼for a Robbery in the vicinity of Valentine Avenue and East Burnside Avenue #fordham #bronx On 4/14/22 @ 5:45 PM Reward up to $3500 Seen them? Know who they are? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/iyFw1Ax56Y,Robbery
"🚨WANTED for an ASSAULT: On 4/16/22 at approx. 3:28 PM, on the BX12 at Bartow &amp; Edson Ave @NYPD47PCT Bronx.  The suspect spit at &amp; punched a 79 year-old male victim.  Any info call 800-577-TIPS or ANONYMOUSLY post a tip to https://t.co/wbRRvY3L2e. Reward UP to $3,500 https://t.co/ONH76MYo69",Assault
"🚨WANTED-BURGLARY: On 4/7/22 at approx. 4AM in the vicinity of George St &amp; Cypress Ave @NYPD104PCT Queens.  The suspect forcibly entered a residential bldg. &amp; removed property  Any info call 800-577-TIPS or ANONYMOUSLY post a tip to https://t.co/wbRRvY3L2e  Reward UP to $3,500 https://t.co/mvFlWpCqGd",Burglary
"WANTED for FORCIBLE TOUCHING: On 4/14/22 @ 11:20 AM, on N/B D line inside the 25 Ave station the unidentified individual approached a female victim &amp; grabbed her buttocks @NYPD62PCT Any info call us at 800-577-TIPS or post a tip on our website https://t.co/TRPPY5zHV2 https://t.co/Zx8NUG1s8Q",normal
"🚨WANTED-RECKLESS ENDANGERMENT: 4/13/22 at approx. 4:10 AM, vicinity of 115 Ave &amp; 221 St @NYPD105PCT Queens.  The suspect shot a gun in the driveway of a private residence.  Any info call us at 800-577-TIPS or anonymously post a tip to https://t.co/TRPPY5zHV2  Reward up to $3,500 https://t.co/V8mAQ1bbfs",Shooting
"🚨WANTED-ROBBERY: On 4/15/22 at approx. 12:05 AM, vicinity of Grand Concourse &amp; E 156 St @NYPD44PCT Bronx.  The suspects simulated a gun &amp; took an 18 year-old male victim's property.  Any info call us at 800-577-TIPS or post a tip to https://t.co/TRPPY5zHV2  Reward up to $3,500 https://t.co/hwz91O9COk",Robbery
"🚨WANTED🚨for an ASSAULT inside of 145 E. 149 St. #Bronx @NYPD44Pct   on 3/10/22@ 11:50 PM, individuals displayed a knife and slashed victim.  💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/bFnkNF3JHE",Assault
"WANTED CITY WIDE ROBBERY PATTERN During the Month of March and April, Multiple locations, Individuals displayed a firearm and removed property from victims. 💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/i5qu99OJuJ",Robbery
"🚨WANTED🚨for an ASSAULT in the vicinity of W. 44 St. &amp; 9 Ave. #Manhattan @NYPDMTN  on 4/15/22 @ 12:15 AM, individual stabbed the victim and made anti-nationality remarks.  💰Reward up to $3500 Know who he is?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/We1XsSOidY",Assault
WANTED for ROBBERY inside the bus terminal @ Broadway &amp; 74 St.  #Queens  @NYPD110Pct  on 3/28/22 @ 11:30 PM individuals punched kicked  victim and removed property. 💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/k9JrtHKXjq,Robbery
"WANTED for ROBBERY inside the Roosevelt Ave “E” train station, #Queens  @NYPD110Pct  @NYPDTransit on 4/14/22@ 11:50 PM individuals punched kicked and struck victim with his cane. 💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/N0f671KN6B",Robbery
"🚨WANTED🚨for an ASSAULT in front of 3214 Ave, #Bronx @NYPD42Pct  on 4/8/22@ 11:35 PM, individuals discharged a firearm striking 18 year old victim on the arm. 💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/uk8jf2TLj5",Assault
"WANTED for ROBBERY on the mezzanine of 116 St train station,  #Manhattan @NYPD25Pct @NYPDTransit on 4/14/22@ 4:55 PM individuals punched victim in face and removed chain. 💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/2Px2VF6QwL",Robbery
"🚨WANTED🚨for Forcible Touching on a S/B “E’ train, @NYPDMTN  @NYPDTransit on 4/7/22 @ 7 A.M., individual approached victim, touched and slapped her butt.  Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #yourcityyourcall https://t.co/IGhhuqU9iz",normal
"WANTED ATTEMPTED ROBBERY  vicinity of Sheridan Ave &amp; E. 168 St.  #Bronx @NYPD44pct on 4/12/22@ 4:25 PM individuals approached victim, displayed firearm,fired one gunshot towards  fleeing vehicle.  💰Reward up to $3500 Know who they are? Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/4MSfVboQgq",Robbery
🚨WANTED🚨ROBBERY at 1950 Cross Bronx Expwy #Bronx @NYPD43pct on 4/9/22@ 8:20 PM individuals entered the location and displayed a firearm.  Suspects removed $800 and fled in a gray SUV.💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/6RXqSVJnEc,Robbery
🚨WANTED🚨for Forcible Touching in the vicinity of East Tremont Avenue and Webster Avenue #easttremont #bronx  On 03/31/22 @ 4:45 PM Reward up to $3500 Seen her? Know who she is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #yourcityyourcall https://t.co/ubn1P9f7cf,normal
WANTED for a Robbery Pattern in the confines of the 10 Precinct #Manhattan within the month of April Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/a25E6lkriO,Robbery
WANTED for Sex Abuse Pattern in the confines of the 48 Precinct #Bronx within the months of March &amp; April Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/7eG9daH5m4,Abuse
WANTED for Reckless Endangerment in the vicinity of 64 Sherif S Byrd Place #mounteden #bronx On 04/07/21 @ 10:05 PM Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/Ou5iTEsof4,normal
🚨WANTED🚨Sex Abuse in front of 9511 Church Ave #Brooklyn  @NYPD67pct on 3/31/22@ 2:30A.M Updated Video https://t.co/GTaYrJ1JuH,Abuse
"🚨WANTED🚨Sex Abuse in front of 9511 Church Ave #Brooklyn @NYPD67pct on 3/31/22@ 12:30P.M The individual slapped the victim, ripped the victims pants and underwear &amp; proceeded to sexually abuse her.💰Reward up to $3500 Know who he is?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/G28jTHGJub",Abuse
"🚨WANTED￼🚨ROBBERY in the vicinity of 200 Baychester Ave #Bronx @NYPD43pct on 4/11/22@ 10PM individuals punched a cab driver in the face, took $20 from his hand &amp; $350 from his jacket pocket.￼💰Reward up to $3500 Know who they are?￼📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/QG8fksmO2S",Robbery
🚨WANTED￼🚨ROBBERY inside of(Fairway)@ 550 2nd Ave #Manhattan @NYPD17pct on 4/9/22@ 12:30P.M the individual filled his backpack with beer valued at $81. The individual displayed a razor &amp; fled.￼💰Reward up to $3500 Know who he is?￼📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/Fp2R8QHEWP,Robbery
"🚨WANTED🚨for an ASSAULT in front of 471 Gates Ave #Brooklyn @NYPD79pct on 4/12/22@ 4:20P.M Two of three individuals displayed firearms and discharged them multiple times, striking three victims.💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/0SycyxEUzH",Assault
"@jgriffin231 Hello, where was the last time you saw this individual?",normal
#CRIMESTOPPERS https://t.co/FsGIYDaZB1,normal
"🚨 PERSON OF INTEREST 🚨 

This is Frank James who is a person of interest in the shooting in #Brooklyn. Any information can be directed to @NYPDTips at 800-577-TIPS. https://t.co/wx6We4PrZp",Shooting
WANTED for A Burglary inside of 150-11 Hillside Avenue. #Queens @NYPD107pct on 3/9/22 @ 8:30 AM the individual gained entry into an office by forcing open the door and removing three cellphones Reward up to $3500 Seen them? Call 1-800-577-TIPS  Calls are CONFIDENTIAL! https://t.co/fzfy1Ng60E,Burglary
"RT @NYPDnews: In regard to the multiple people shot at the 36th Street subway station in Brooklyn, there are NO active explosive devices at…",Shooting
"WANTED for RECKLESS ENDANGERMENT: On 4/11/22 @ 12:18 AM, vicinity S 3rd St &amp; Havemeyer St @NYPD90PCT the unidentified individuals entered the building, one individual discharged a firearm @ an apartment door. Any info call us at 800-577-TIPS or our website https://t.co/TRPPY5zHV2 https://t.co/VjMDiwxOfz",normal
https://t.co/Px9kxQFugR,normal
"WANTED for ROBBERY: On 3/19/22 @ 4:56 AM, inside a deli located @ 2100 2 Ave @NYPD23PCT, the unidentified individual displayed a firearm &amp; removed property from the location. Any info call us at 800-577-TIPS or anonymously post a tip on our website https://t.co/TRPPY5zHV2. https://t.co/W68p1tUneQ",Robbery
"🚨WANTED-BURGLARY: 3/26/22 at approx. 4PM, inside PS 175, 64-35 102 St  @NYPD112PCT Queens.  The suspects spray painted anti-black slurs in the classrooms &amp; removed property.  Any info call us at 800-577-TIPS or post a tip to https://t.co/TRPPY5zHV2  Reward up to $3,500s https://t.co/16DwtK2Y2E",Burglary
https://t.co/KUXa89qiaX,normal
"WANTED for ROBBERY: On 3/23/22 @ 10:07 PM, inside Foo Hing restaurant @NYPD40PCT two individuals approached the victim asking for money the victim refused &amp; was pushed to the floor having property removed. call us @ 800-577-TIPS or post on our website https://t.co/TRPPY5zHV2. https://t.co/Sq42zbXTs3",Robbery
"WANTED for HOMICIDE: On 3/7/22 @ 7:45 AM, vicinity of Sheridan Ave &amp; East 164 St @NYPD44PCT George Akino stabbed a 30-year-old victim causing his death. Any info call us at 800-577-TIPS or anonymously post a tip on our website https://t.co/TRPPY5zHV2 Reward up to $3,500. https://t.co/4BFlfzWc90",normal
"WANTED for ATTEMPTED ASSAULT: On 4/7/22 @ 5:00 PM, vicinity of Lafayette Ave &amp; Castle Hill Ave @NYPD43PCT a dispute between a male &amp; female occurred when three unidentified individuals arrived in a white sedan displayed a firearm &amp; discharged rounds at the male victim. https://t.co/LKmNrG6Kkf",Assault
*ADDITIONAL PHOTO* https://t.co/z07ZJR0aZx,normal
"WANTED for ROBBERY: On 4/5/22 at approx. 6:49 AM, @ the 42 Street-Port Authority Bus Terminal subway station @NYPD14PCT the unidentified individual assaulted &amp; removed property from a 67-year-old victim. Any info call us at 800-577-TIPS Reward up to $3,500 https://t.co/oLe2wtBIdo",Robbery
*ADDITIONAL PHOTO* https://t.co/IdzyQ0IuhL,normal
"WANTED for ROBBERY: On 3/27/22 at approx. 6:05 AM, vicinity of East 147 St &amp; St. Ann's Ave @NYPD40PCT the unidentified individuals exited a blue Nissan approaching four victims while displaying a firearm &amp; removing property. Any info call us at 800-577-TIPS Reward up to $3,500 https://t.co/Ru8kzXF0Oe",Robbery
"WANTED for ROBBERY: On 3/31/22 at approx. 7:25 PM, vicinity of 1525 Saint Nicholas Ave @NYPD34PCT the unidentified individuals assaulted &amp; pointed a gun at a 59 year-old male victim, before removing his property.  Any info call us at 800-577-TIPS Reward up to $3,500 https://t.co/lFJvzvH0ky",Robbery
"WANTED for AN Endangering the Welfare of a Child in the v/o of E 5th Stand AveC . #Man @NYPD9pct on 3/16/22 @ 7: 49 AM Suspect approached the 12 y/o female victim asked her to accompany him, a good Samaritan intervened and the individual fled Reward up to Call 1-800-577-TIPS https://t.co/pEPeKnLJQ2",normal
WANTED for AN Assault s/b F train Church Avenue. #Brooklyn @NYPD66pct TD 30 on 3/19/22 @ 2:40 AM  An on duty MTA conductor approached a male to tell him he can’t smoke on the train he then punched her in her face causing a laceration.  Reward up to $3500 Call 1-800-577-TIPS https://t.co/IBix0jUHSH,Assault
🚨WANTED🚨for an ASSAULT Aboard a moving N/B ‘B’ train #manhattan @NYPD24pct on 4/6/22@ 4:20P.M. The individuals punched the victim in the face &amp; arms &amp; cut him on the forehead with a sharp object💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/lzB2tsvqcT,Assault
"🚨WANTED🚨for Multiple Burglaries #NYC Btwn 11/21 &amp; 4/22 the individuals broke through the front door &amp; removed cellphones, before fleeing in a blk and gray Honda Element or on a green or blk moped💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL https://t.co/5uSryBFUpS",normal
"🚨WANTED￼🚨for an ASSAULT in front of 1880 Guerlain St #Bronx @NYPD43pct on 3/28/22@ 4:25P.M. Individuals discharged a firearm multiple times, striking a 31-year-old male victim’s vehicle.💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/l7AjSigdcb",Assault
🚨WANTED🚨for Forcible Touching on Herald Square station southbound 'Q' train platform #midtownsouth #manhattan On 04/03/21 @ 5:00 PM Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #yourcityyourcall https://t.co/VhzKwHfSum,normal
￼WANTED￼for a Robbery inside a bank located at 1 East Fordham Road #fordham #bronx On 4/2/21 @ 1:40 PM Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/vDpxMY4ukT,Robbery
"￼WANTED￼ for Criminal Mischief Pattern in the confines of the 90 Precinct #Brooklyn within the months of November, February &amp; March Reward up to $3500 Seen them? Know who they are? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/YO1qkqexmQ",normal
"🚨WANTED-ROBBERY/SEX ASSLT: 3/27/22 approx. 6:10 AM, vicinity of Clarkson &amp; West St @NYPD6PCT Manhattan.  The suspect pushed a 39 Y/O fem vic while she was jogging. He choked &amp; sexually assaulted her, then stole her property. Any info call us at 800-577-TIPS Reward UP to $3,500 https://t.co/nm21Ztcf8c",Robbery
"🚨WANTED-Attempted ASSAULT: On 3/30/22 at approx. 4:18 PM, in front of 73 Davidson St @NYPD121PCT Staten Island.  The suspect followed a 25 year-old female victim before shooting in her direction striking property only.  Any info call us at 800-577-TIPS   Reward up to $3,500 https://t.co/EJUYi2b7Vn",Assault
"🚨WANTED for ROBBERY: On 3/9/22 at approx. 6:30 PM, inside the 86 St Subway Station @NYPD68PCT Brooklyn.  The suspect attacked a 48 year-old male while he used MetroCard kiosk, then forcibly took his property.  Any info call us at 800-577-TIPS  Reward up to $3,500 https://t.co/NAmfu3ucEp",Robbery
***ADDITONAL IMAGE*** https://t.co/cdWxtySg6v,normal
"🚨WANTED for ROBBERY: On 3/29/22 at approx. 3:45 PM, vicinity 37 Ave &amp; 82 St  @NYPD115PCT Queens.  The suspects attacked, &amp; stabbed a 16 year-old male victim after he refused to give up his scooter.   Any info call us at 800-577-TIPS   Reward up to $3,500 https://t.co/wWdR50O9uu",Robbery
"🚨WANTED-HOMICIDE: On 4/4/22 at approx. 4:37 PM, inside 125 Division St @NYPD7PCT Manhattan.  Shen Bin Weng stabbed a 58 year-old male victim causing his demise. Any info call us at 800-577-TIPS or anonymously post a tip on our website https://t.co/TRPPY5zHV2  Reward up to $3,500 https://t.co/25cjlcw0ra",normal
"🚨WANTED for ROBBERY: On 3/31/22 at approx. 7:25 PM, vicinity of 1525 Saint Nicholas Ave @NYPD34PCT Manhattan.  The suspects assaulted, &amp; pointed a gun at a 59 year-old male victim, then took his property.  Any info call us at 800-577-TIPS    Reward up to $3,500 https://t.co/RerHupuJyA",Robbery
"🚨WANTED for ASSAULT: On 4/3/22 at approx. 9:20 PM, inside Rash Bar 941, Willoughby Ave @NYPD83PCT Brooklyn.  The suspect poured gasoline on the floor, lit it &amp; fled the location.  Two victims suffered injuries.  Any info call us at 800-577-TIPS  Reward up to $3,500 https://t.co/a33Bun7sGA",Assault
"🚨WANTED-HOMICIDE: On 3/7/22 at approx. 7:45 AM, inside 1011 Sheridan Ave @NYPD44PCT Bronx.  George Akino is being sought for a stabbing in which a 30 year-old victim died.  Any info call us at 800-577-TIPS or post a tip on our website https://t.co/TRPPY5zHV2  Reward up to $3,50 https://t.co/ff9ucJw8FB",normal
"WANTED for ASSAULT: On 4/3/22 @ 6:45 AM, @NYPD102PCT vicinity of Lefferts Blvd &amp; 95 Ave the unidentified individual approached a 70-yr-old victim wearing traditional Sikh articles of faith &amp; assaulted him ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/tkxs2seHmw",Assault
"🚨WANTED for ROBBERY: On 3/29/22 at approx. 2:30 PM, inside Home Depot 610 Exterior St @NYPD44PCT Bronx.  The suspect threatened store security with a knife while they confronted him for shoplifting.  Any info call us at 800-577-TIPS  Reward up to $3,500 https://t.co/JHAjmNLCHO",Robbery
WANTED for MENACING: On 4/2/22 @ 7:25 PM @NYPD20PCT @NYPDHateCrimes vicinity of West 86 St &amp; West End Ave the unidentified individuals approached four victims making anti-Jewish statements while displaying a sword. ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500 https://t.co/KFa31wDlBH,normal
"🚨WANTED-BURGLARY PATTERN: 4 incidents in March between 1AM &amp; 6AM @NYPD6PCT Manhattan  The suspect forcibly entered various locations through rear &amp; cellar doors, then removed property.  Any info call us at 800-577-TIPS or post it to https://t.co/TRPPY5zHV2  Reward up to $3,500 https://t.co/aXMU9TzE7n",Burglary
"WANTED for ASSAULT: On 4/5/22 @ 6:05 AM, @NYPD1PCT aboard a N/B ""4"" Train @ the Wall St Station the unidentified individual was involved in a verbal dispute &amp; then produced a box cutter slashing the victim. ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/thg0D3w71L",Assault
"🚨WANTED-ROBBERY: On 4/4/22 at approx. 6:04 PM, 1460 Metropolitan Ave @NYPD43PCT Bronx.  The suspects entered a jewelry store &amp; displayed a firearm while demanding property.  They fled in a black 4 door sedan with property.  Any info call us at 800-577-TIPS Reward up to $3,500 https://t.co/94Xe6PkTpP",Robbery
"WANTED for ROBBERY: On 4/3/22 @ 5:25 PM, @NYPD70PCT vicinity of East 21 Street and Church Avenue four unidentified individuals entered an occupied apartment displaying firearms  and removed property. ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/i0Duj13uCL",Robbery
***ADDITIONAL IMAGES*** https://t.co/I5YbQFnDeN,normal
"🚨WANTED for an ASSAULT: On 3/31/22 at approx. 3PM, in front of 2245 7 Ave @NYPD32PCT Manhattan.  The suspect hit a 60 year-old male victim with a brick &amp; then punched him causing severe injuries.  Any info call us at 800-577-TIPS     Reward up to $3,500. https://t.co/5AmZx7gteu",Assault
"WANTED For Robbery: On Wednesday March 9, 2022 at Approx. 6:05 A.M., at the intersection of 131 Street and Liberty Ave. @nypd106pct a unknown individual physically assaulted and robbed a 26 year old pregnant female.  Call @ 800-577-TIPS or DM NYPDTips Reward up to $3500.00 https://t.co/Z8sXYx6D7q",Robbery
